,amount,user_id_mapping,user_seg,user_subseg
5988,4,5988,normal,active
15933,4,15933,normal,active
37358,4,37358,normal,active
41089,4,41089,normal,active
43794,4,43794,normal,active
26864,4,26864,normal,active
55165,4,55165,normal,active
58593,4,58593,normal,active
38960,4,38960,normal,active
9803,4,9803,normal,active
17003,4,17003,normal,active
54347,4,54347,normal,active
42239,4,42239,normal,active
60949,4,60949,normal,active
61214,4,61214,normal,active
68376,4,68376,normal,active
23235,4,23235,normal,active
11193,4,11193,normal,active
35745,4,35745,normal,active
42874,4,42874,normal,active
74242,4,74242,normal,active
29360,4,29360,normal,active
12037,4,12037,normal,active
18523,4,18523,normal,active
4500,4,4500,normal,active
9174,4,9174,normal,active
20227,4,20227,normal,active
24739,4,24739,normal,active
13728,4,13728,normal,active
23649,4,23649,normal,active
55160,4,55160,normal,active
3223,4,3223,normal,active
67766,4,67766,normal,active
10756,4,10756,normal,active
43406,4,43406,normal,active
23728,4,23728,normal,active
18831,4,18831,normal,active
30057,4,30057,normal,active
48693,4,48693,normal,active
4318,4,4318,normal,active
23231,4,23231,normal,active
19665,4,19665,normal,active
41785,4,41785,normal,active
64854,4,64854,normal,active
24307,4,24307,normal,active
36450,4,36450,normal,active
21153,4,21153,normal,active
33520,4,33520,normal,active
4340,4,4340,normal,active
56792,4,56792,normal,active
65799,4,65799,normal,active
56513,4,56513,normal,active
35133,4,35133,normal,active
36320,4,36320,normal,active
45864,4,45864,normal,active
10237,4,10237,normal,active
54920,4,54920,normal,active
57975,4,57975,normal,active
12379,4,12379,normal,active
63624,4,63624,normal,active
28928,4,28928,normal,active
15792,4,15792,normal,active
6986,4,6986,normal,active
18644,4,18644,normal,active
2830,4,2830,normal,active
66692,4,66692,normal,active
31111,4,31111,normal,active
24156,4,24156,normal,active
52159,4,52159,normal,active
48954,4,48954,normal,active
22729,4,22729,normal,active
715,4,715,normal,active
41019,4,41019,normal,active
5145,4,5145,normal,active
36487,4,36487,normal,active
59870,4,59870,normal,active
17261,4,17261,normal,active
63088,4,63088,normal,active
52060,4,52060,normal,active
6102,4,6102,normal,active
27359,4,27359,normal,active
68685,4,68685,normal,active
2099,4,2099,normal,active
18293,4,18293,normal,active
42113,4,42113,normal,active
2667,4,2667,normal,active
52891,4,52891,normal,active
55287,4,55287,normal,active
26876,4,26876,normal,active
3986,4,3986,normal,active
23267,4,23267,normal,active
26111,4,26111,normal,active
2716,4,2716,normal,active
10524,4,10524,normal,active
38049,4,38049,normal,active
41766,4,41766,normal,active
44430,4,44430,normal,active
66594,4,66594,normal,active
62435,4,62435,normal,active
20086,4,20086,normal,active
55819,4,55819,normal,active
6667,4,6667,normal,active
26638,4,26638,normal,active
40060,4,40060,normal,active
1045,4,1045,normal,active
32685,4,32685,normal,active
5636,4,5636,normal,active
14121,4,14121,normal,active
54850,4,54850,normal,active
31195,4,31195,normal,active
7362,4,7362,normal,active
17950,4,17950,normal,active
31953,4,31953,normal,active
10444,4,10444,normal,active
18354,4,18354,normal,active
36345,4,36345,normal,active
14003,4,14003,normal,active
34229,4,34229,normal,active
60274,4,60274,normal,active
35948,4,35948,normal,active
9573,4,9573,normal,active
32423,4,32423,normal,active
39181,4,39181,normal,active
25874,4,25874,normal,active
36023,4,36023,normal,active
29753,4,29753,normal,active
50179,4,50179,normal,active
36326,4,36326,normal,active
58134,4,58134,normal,active
56530,4,56530,normal,active
26905,4,26905,normal,active
47576,4,47576,normal,active
19626,4,19626,normal,active
66624,4,66624,normal,active
55060,4,55060,normal,active
13277,4,13277,normal,active
47781,4,47781,normal,active
38878,4,38878,normal,active
72406,4,72406,normal,active
67624,4,67624,normal,active
2827,4,2827,normal,active
14719,4,14719,normal,active
69892,4,69892,normal,active
36748,4,36748,normal,active
31924,4,31924,normal,active
63725,4,63725,normal,active
68626,4,68626,normal,active
8848,4,8848,normal,active
25935,4,25935,normal,active
25055,4,25055,normal,active
13196,4,13196,normal,active
22805,4,22805,normal,active
35473,4,35473,normal,active
1453,4,1453,normal,active
22448,4,22448,normal,active
37930,4,37930,normal,active
55475,4,55475,normal,active
47846,4,47846,normal,active
63598,4,63598,normal,active
49978,4,49978,normal,active
45219,4,45219,normal,active
29926,4,29926,normal,active
36098,4,36098,normal,active
30472,4,30472,normal,active
40342,4,40342,normal,active
48350,4,48350,normal,active
8686,4,8686,normal,active
35319,4,35319,normal,active
7022,4,7022,normal,active
50435,4,50435,normal,active
69324,4,69324,normal,active
60735,4,60735,normal,active
66465,4,66465,normal,active
30614,4,30614,normal,active
53479,4,53479,normal,active
45818,4,45818,normal,active
18440,4,18440,normal,active
8699,4,8699,normal,active
46939,4,46939,normal,active
76358,4,76358,normal,active
20996,4,20996,normal,active
23349,4,23349,normal,active
5882,4,5882,normal,active
51816,4,51816,normal,active
3757,4,3757,normal,active
31073,4,31073,normal,active
44652,4,44652,normal,active
34402,4,34402,normal,active
68198,4,68198,normal,active
4513,4,4513,normal,active
60859,4,60859,normal,active
43945,4,43945,normal,active
30465,4,30465,normal,active
13417,4,13417,normal,active
55447,4,55447,normal,active
56514,4,56514,normal,active
600,4,600,normal,active
66834,4,66834,normal,active
40565,4,40565,normal,active
23050,4,23050,normal,active
47452,4,47452,normal,active
37021,4,37021,normal,active
30373,4,30373,normal,active
38007,4,38007,normal,active
19827,4,19827,normal,active
33130,4,33130,normal,active
6609,4,6609,normal,active
1513,4,1513,normal,active
31834,4,31834,normal,active
15464,4,15464,normal,active
26806,4,26806,normal,active
44138,4,44138,normal,active
63654,4,63654,normal,active
44614,4,44614,normal,active
57319,4,57319,normal,active
44,4,44,normal,active
57700,4,57700,normal,active
34618,4,34618,normal,active
6208,4,6208,normal,active
55161,4,55161,normal,active
19481,4,19481,normal,active
7930,4,7930,normal,active
17931,4,17931,normal,active
10238,4,10238,normal,active
22340,4,22340,normal,active
44741,4,44741,normal,active
29884,4,29884,normal,active
58194,4,58194,normal,active
28905,4,28905,normal,active
13593,4,13593,normal,active
64002,4,64002,normal,active
15220,4,15220,normal,active
48827,4,48827,normal,active
8100,4,8100,normal,active
63270,4,63270,normal,active
36552,4,36552,normal,active
47249,4,47249,normal,active
69241,4,69241,normal,active
25376,4,25376,normal,active
11823,4,11823,normal,active
7642,4,7642,normal,active
304,4,304,normal,active
3669,4,3669,normal,active
40368,4,40368,normal,active
57931,4,57931,normal,active
14238,4,14238,normal,active
36317,4,36317,normal,active
23703,4,23703,normal,active
7213,4,7213,normal,active
35545,4,35545,normal,active
33263,4,33263,normal,active
11803,4,11803,normal,active
17927,4,17927,normal,active
21960,4,21960,normal,active
39319,4,39319,normal,active
49424,4,49424,normal,active
39971,4,39971,normal,active
69134,4,69134,normal,active
44591,4,44591,normal,active
38900,4,38900,normal,active
58175,4,58175,normal,active
40223,4,40223,normal,active
777,4,777,normal,active
7821,4,7821,normal,active
35282,4,35282,normal,active
61401,4,61401,normal,active
48919,4,48919,normal,active
16988,4,16988,normal,active
66632,4,66632,normal,active
71816,4,71816,normal,active
33213,4,33213,normal,active
12125,4,12125,normal,active
55240,4,55240,normal,active
20021,4,20021,normal,active
31575,4,31575,normal,active
1694,4,1694,normal,active
48899,4,48899,normal,active
11436,4,11436,normal,active
17201,4,17201,normal,active
26665,4,26665,normal,active
19408,4,19408,normal,active
63505,4,63505,normal,active
10096,4,10096,normal,active
34680,4,34680,normal,active
16661,4,16661,normal,active
57160,4,57160,normal,active
40551,4,40551,normal,active
49904,4,49904,normal,active
24960,4,24960,normal,active
37495,4,37495,normal,active
535,4,535,normal,active
31818,4,31818,normal,active
8082,4,8082,normal,active
27616,4,27616,normal,active
76297,4,76297,normal,active
5089,4,5089,normal,active
74360,4,74360,normal,active
49965,4,49965,normal,active
43486,4,43486,normal,active
16534,4,16534,normal,active
56855,4,56855,normal,active
44970,4,44970,normal,active
3937,4,3937,normal,active
24698,4,24698,normal,active
69275,4,69275,normal,active
16720,4,16720,normal,active
67917,4,67917,normal,active
22082,4,22082,normal,active
58597,4,58597,normal,active
48504,4,48504,normal,active
67648,4,67648,normal,active
3463,4,3463,normal,active
21961,4,21961,normal,active
31839,4,31839,normal,active
37442,4,37442,normal,active
11633,4,11633,normal,active
35052,4,35052,normal,active
33565,4,33565,normal,active
17787,4,17787,normal,active
27174,4,27174,normal,active
49634,4,49634,normal,active
51329,4,51329,normal,active
53976,4,53976,normal,active
45607,4,45607,normal,active
73890,4,73890,normal,active
28199,4,28199,normal,active
54302,4,54302,normal,active
10188,4,10188,normal,active
29376,4,29376,normal,active
3243,4,3243,normal,active
37058,4,37058,normal,active
70388,4,70388,normal,active
65320,4,65320,normal,active
976,4,976,normal,active
53180,4,53180,normal,active
52939,4,52939,normal,active
39246,4,39246,normal,active
47019,4,47019,normal,active
19361,4,19361,normal,active
64603,4,64603,normal,active
16483,4,16483,normal,active
60132,4,60132,normal,active
28013,4,28013,normal,active
20118,4,20118,normal,active
25098,4,25098,normal,active
3855,4,3855,normal,active
38917,4,38917,normal,active
49585,4,49585,normal,active
4558,4,4558,normal,active
899,4,899,normal,active
67856,4,67856,normal,active
30879,4,30879,normal,active
2337,4,2337,normal,active
63854,4,63854,normal,active
64242,4,64242,normal,active
46454,4,46454,normal,active
28998,4,28998,normal,active
16671,4,16671,normal,active
47230,4,47230,normal,active
19162,4,19162,normal,active
27561,4,27561,normal,active
36168,4,36168,normal,active
42052,4,42052,normal,active
15896,4,15896,normal,active
46547,4,46547,normal,active
19122,4,19122,normal,active
964,4,964,normal,active
61744,4,61744,normal,active
10249,4,10249,normal,active
32541,4,32541,normal,active
35939,4,35939,normal,active
45356,4,45356,normal,active
31049,4,31049,normal,active
39333,4,39333,normal,active
56308,4,56308,normal,active
58852,4,58852,normal,active
10876,4,10876,normal,active
60625,4,60625,normal,active
55386,4,55386,normal,active
18337,4,18337,normal,active
58017,4,58017,normal,active
7966,4,7966,normal,active
67416,4,67416,normal,active
39777,4,39777,normal,active
43340,4,43340,normal,active
73576,4,73576,normal,active
28260,4,28260,normal,active
2278,4,2278,normal,active
61979,4,61979,normal,active
34625,4,34625,normal,active
18248,4,18248,normal,active
37342,4,37342,normal,active
65327,4,65327,normal,active
44007,4,44007,normal,active
18469,4,18469,normal,active
76330,4,76330,normal,active
30958,4,30958,normal,active
41047,4,41047,normal,active
28249,4,28249,normal,active
23681,4,23681,normal,active
40213,4,40213,normal,active
36433,4,36433,normal,active
64155,4,64155,normal,active
413,4,413,normal,active
24834,4,24834,normal,active
59545,4,59545,normal,active
37472,4,37472,normal,active
53984,4,53984,normal,active
73,4,73,normal,active
74587,4,74587,normal,active
17421,4,17421,normal,active
19863,4,19863,normal,active
27386,4,27386,normal,active
60192,4,60192,normal,active
74491,4,74491,normal,active
42425,4,42425,normal,active
7466,4,7466,normal,active
2188,4,2188,normal,active
5734,4,5734,normal,active
8968,4,8968,normal,active
72721,4,72721,normal,active
79169,4,79169,normal,active
26943,4,26943,normal,active
28185,4,28185,normal,active
20194,4,20194,normal,active
26417,4,26417,normal,active
26651,4,26651,normal,active
2608,4,2608,normal,active
35327,4,35327,normal,active
25895,4,25895,normal,active
1132,4,1132,normal,active
27498,4,27498,normal,active
24445,4,24445,normal,active
44505,4,44505,normal,active
51952,4,51952,normal,active
9224,4,9224,normal,active
55019,4,55019,normal,active
64498,4,64498,normal,active
38886,4,38886,normal,active
51886,4,51886,normal,active
57101,4,57101,normal,active
9485,4,9485,normal,active
53525,4,53525,normal,active
16792,4,16792,normal,active
22130,4,22130,normal,active
70076,4,70076,normal,active
52859,4,52859,normal,active
40487,4,40487,normal,active
28557,4,28557,normal,active
55397,4,55397,normal,active
78175,4,78175,normal,active
29908,4,29908,normal,active
30293,4,30293,normal,active
57260,4,57260,normal,active
44651,4,44651,normal,active
40053,4,40053,normal,active
28340,4,28340,normal,active
62281,4,62281,normal,active
35420,4,35420,normal,active
66425,4,66425,normal,active
68276,4,68276,normal,active
11246,4,11246,normal,active
28712,4,28712,normal,active
2530,4,2530,normal,active
36338,4,36338,normal,active
45239,4,45239,normal,active
50302,4,50302,normal,active
11529,4,11529,normal,active
45214,4,45214,normal,active
41559,4,41559,normal,active
23468,4,23468,normal,active
22337,4,22337,normal,active
29576,4,29576,normal,active
51753,4,51753,normal,active
37219,4,37219,normal,active
1310,4,1310,normal,active
50736,4,50736,normal,active
3776,4,3776,normal,active
21525,4,21525,normal,active
18846,4,18846,normal,active
42286,4,42286,normal,active
18123,4,18123,normal,active
30802,4,30802,normal,active
34871,4,34871,normal,active
22521,4,22521,normal,active
48275,4,48275,normal,active
17758,4,17758,normal,active
28203,4,28203,normal,active
8329,4,8329,normal,active
74783,4,74783,normal,active
30460,4,30460,normal,active
38014,4,38014,normal,active
53141,4,53141,normal,active
71994,4,71994,normal,active
63673,4,63673,normal,active
44674,4,44674,normal,active
29721,4,29721,normal,active
65478,4,65478,normal,active
25871,4,25871,normal,active
6884,4,6884,normal,active
22380,4,22380,normal,active
16631,4,16631,normal,active
35570,4,35570,normal,active
41153,4,41153,normal,active
17351,4,17351,normal,active
8462,4,8462,normal,active
12206,4,12206,normal,active
60815,4,60815,normal,active
7858,4,7858,normal,active
1554,4,1554,normal,active
55872,4,55872,normal,active
16292,4,16292,normal,active
42154,4,42154,normal,active
27595,4,27595,normal,active
17435,4,17435,normal,active
50919,4,50919,normal,active
7244,4,7244,normal,active
53066,4,53066,normal,active
30141,4,30141,normal,active
1177,4,1177,normal,active
1950,4,1950,normal,active
7189,4,7189,normal,active
18479,4,18479,normal,active
43443,4,43443,normal,active
72638,4,72638,normal,active
4825,4,4825,normal,active
25995,4,25995,normal,active
29352,4,29352,normal,active
61814,4,61814,normal,active
15474,4,15474,normal,active
28120,4,28120,normal,active
50050,4,50050,normal,active
68724,4,68724,normal,active
50938,4,50938,normal,active
24274,4,24274,normal,active
39290,4,39290,normal,active
25585,4,25585,normal,active
15113,4,15113,normal,active
38224,4,38224,normal,active
33811,4,33811,normal,active
46882,4,46882,normal,active
53379,4,53379,normal,active
16756,4,16756,normal,active
11955,4,11955,normal,active
3042,4,3042,normal,active
22081,4,22081,normal,active
34918,4,34918,normal,active
24583,4,24583,normal,active
27609,4,27609,normal,active
45769,4,45769,normal,active
21835,4,21835,normal,active
55833,4,55833,normal,active
4083,4,4083,normal,active
21553,4,21553,normal,active
7923,4,7923,normal,active
56102,4,56102,normal,active
22181,4,22181,normal,active
31064,4,31064,normal,active
33726,4,33726,normal,active
27354,4,27354,normal,active
69628,4,69628,normal,active
28511,4,28511,normal,active
51650,4,51650,normal,active
52885,4,52885,normal,active
36531,4,36531,normal,active
6789,4,6789,normal,active
20896,4,20896,normal,active
31946,4,31946,normal,active
7901,4,7901,normal,active
59233,4,59233,normal,active
27681,4,27681,normal,active
14038,4,14038,normal,active
11985,4,11985,normal,active
67912,4,67912,normal,active
49072,4,49072,normal,active
27481,4,27481,normal,active
56870,4,56870,normal,active
46328,4,46328,normal,active
73371,4,73371,normal,active
36467,4,36467,normal,active
69555,4,69555,normal,active
13544,4,13544,normal,active
31626,4,31626,normal,active
33405,4,33405,normal,active
7330,4,7330,normal,active
63115,4,63115,normal,active
54826,4,54826,normal,active
32319,4,32319,normal,active
41986,4,41986,normal,active
59678,4,59678,normal,active
54887,4,54887,normal,active
49594,4,49594,normal,active
997,4,997,normal,active
18534,4,18534,normal,active
74420,4,74420,normal,active
78499,4,78499,normal,active
23896,4,23896,normal,active
26159,4,26159,normal,active
47139,4,47139,normal,active
802,4,802,normal,active
58796,4,58796,normal,active
31981,4,31981,normal,active
74357,4,74357,normal,active
40314,4,40314,normal,active
14792,4,14792,normal,active
24747,4,24747,normal,active
66712,4,66712,normal,active
58486,4,58486,normal,active
56494,4,56494,normal,active
22537,4,22537,normal,active
32640,4,32640,normal,active
21738,4,21738,normal,active
31854,4,31854,normal,active
4336,4,4336,normal,active
74917,4,74917,normal,active
9656,4,9656,normal,active
38206,4,38206,normal,active
21189,4,21189,normal,active
46267,4,46267,normal,active
6016,4,6016,normal,active
70306,4,70306,normal,active
29230,4,29230,normal,active
62489,4,62489,normal,active
26613,4,26613,normal,active
21328,4,21328,normal,active
36562,4,36562,normal,active
2325,4,2325,normal,active
32437,4,32437,normal,active
10107,4,10107,normal,active
56342,4,56342,normal,active
25425,4,25425,normal,active
55564,4,55564,normal,active
18596,4,18596,normal,active
44739,4,44739,normal,active
55576,4,55576,normal,active
56623,4,56623,normal,active
50089,4,50089,normal,active
55544,4,55544,normal,active
17335,4,17335,normal,active
8120,4,8120,normal,active
55186,4,55186,normal,active
38867,4,38867,normal,active
68596,4,68596,normal,active
55390,4,55390,normal,active
22115,4,22115,normal,active
65588,4,65588,normal,active
52367,4,52367,normal,active
16949,4,16949,normal,active
17258,4,17258,normal,active
40801,4,40801,normal,active
40604,4,40604,normal,active
36095,4,36095,normal,active
48592,4,48592,normal,active
17966,4,17966,normal,active
46353,4,46353,normal,active
23540,4,23540,normal,active
32708,4,32708,normal,active
17282,4,17282,normal,active
8838,4,8838,normal,active
17054,4,17054,normal,active
71093,4,71093,normal,active
3751,4,3751,normal,active
41702,4,41702,normal,active
33115,4,33115,normal,active
58968,4,58968,normal,active
5975,4,5975,normal,active
28482,4,28482,normal,active
55410,4,55410,normal,active
41825,4,41825,normal,active
51777,4,51777,normal,active
14009,4,14009,normal,active
14651,4,14651,normal,active
24912,4,24912,normal,active
1897,4,1897,normal,active
34244,4,34244,normal,active
34507,4,34507,normal,active
27873,4,27873,normal,active
16051,4,16051,normal,active
24951,4,24951,normal,active
2967,4,2967,normal,active
62165,4,62165,normal,active
61360,4,61360,normal,active
40176,4,40176,normal,active
57556,4,57556,normal,active
27202,4,27202,normal,active
22890,4,22890,normal,active
9111,4,9111,normal,active
393,4,393,normal,active
25743,4,25743,normal,active
2087,4,2087,normal,active
66956,4,66956,normal,active
22920,4,22920,normal,active
52343,4,52343,normal,active
28475,4,28475,normal,active
58537,4,58537,normal,active
5443,4,5443,normal,active
64048,4,64048,normal,active
53785,4,53785,normal,active
23686,4,23686,normal,active
44187,4,44187,normal,active
22561,4,22561,normal,active
42192,4,42192,normal,active
26178,4,26178,normal,active
11454,4,11454,normal,active
56492,4,56492,normal,active
1617,4,1617,normal,active
24781,4,24781,normal,active
26238,4,26238,normal,active
55036,4,55036,normal,active
45732,4,45732,normal,active
59029,4,59029,normal,active
65331,4,65331,normal,active
22165,4,22165,normal,active
11611,4,11611,normal,active
11603,4,11603,normal,active
49363,4,49363,normal,active
72841,4,72841,normal,active
37068,4,37068,normal,active
27113,4,27113,normal,active
60006,4,60006,normal,active
69844,4,69844,normal,active
254,4,254,normal,active
41372,4,41372,normal,active
3354,4,3354,normal,active
61461,4,61461,normal,active
14429,4,14429,normal,active
30545,4,30545,normal,active
12560,4,12560,normal,active
47121,4,47121,normal,active
69623,4,69623,normal,active
15043,4,15043,normal,active
71050,4,71050,normal,active
36500,4,36500,normal,active
1543,4,1543,normal,active
21581,4,21581,normal,active
64347,4,64347,normal,active
67895,4,67895,normal,active
59098,4,59098,normal,active
73809,4,73809,normal,active
63708,4,63708,normal,active
33217,4,33217,normal,active
50899,4,50899,normal,active
4861,4,4861,normal,active
43909,4,43909,normal,active
21759,4,21759,normal,active
52874,4,52874,normal,active
2464,4,2464,normal,active
40815,4,40815,normal,active
12543,4,12543,normal,active
13773,4,13773,normal,active
53325,4,53325,normal,active
19286,4,19286,normal,active
61605,4,61605,normal,active
27833,4,27833,normal,active
69795,4,69795,normal,active
22702,4,22702,normal,active
22078,4,22078,normal,active
18121,4,18121,normal,active
19334,4,19334,normal,active
5804,4,5804,normal,active
16257,4,16257,normal,active
54386,4,54386,normal,active
54627,4,54627,normal,active
61126,4,61126,normal,active
35134,4,35134,normal,active
48195,4,48195,normal,active
39347,4,39347,normal,active
10646,4,10646,normal,active
25737,4,25737,normal,active
10678,4,10678,normal,active
16986,4,16986,normal,active
58969,4,58969,normal,active
790,4,790,normal,active
11090,4,11090,normal,active
58747,4,58747,normal,active
47451,4,47451,normal,active
22396,4,22396,normal,active
45018,4,45018,normal,active
3927,4,3927,normal,active
7913,4,7913,normal,active
69499,4,69499,normal,active
15865,4,15865,normal,active
3029,4,3029,normal,active
24565,4,24565,normal,active
5177,4,5177,normal,active
15771,4,15771,normal,active
63375,4,63375,normal,active
65845,4,65845,normal,active
59799,4,59799,normal,active
65359,4,65359,normal,active
30869,4,30869,normal,active
19532,4,19532,normal,active
49694,4,49694,normal,active
43967,4,43967,normal,active
46270,4,46270,normal,active
37561,4,37561,normal,active
23084,4,23084,normal,active
11295,4,11295,normal,active
28420,4,28420,normal,active
26966,4,26966,normal,active
13407,4,13407,normal,active
17265,4,17265,normal,active
6502,4,6502,normal,active
49286,4,49286,normal,active
70251,4,70251,normal,active
23782,4,23782,normal,active
28671,4,28671,normal,active
25278,4,25278,normal,active
1700,4,1700,normal,active
21494,4,21494,normal,active
12676,4,12676,normal,active
50877,4,50877,normal,active
60853,4,60853,normal,active
79586,4,79586,normal,active
16552,4,16552,normal,active
2972,4,2972,normal,active
51491,4,51491,normal,active
53768,4,53768,normal,active
44438,4,44438,normal,active
20596,4,20596,normal,active
5186,4,5186,normal,active
12095,4,12095,normal,active
34978,4,34978,normal,active
63483,4,63483,normal,active
10621,4,10621,normal,active
21938,4,21938,normal,active
45238,4,45238,normal,active
25155,4,25155,normal,active
24412,4,24412,normal,active
11327,4,11327,normal,active
54521,4,54521,normal,active
67539,4,67539,normal,active
24888,4,24888,normal,active
72441,4,72441,normal,active
5144,4,5144,normal,active
43664,4,43664,normal,active
68779,4,68779,normal,active
3361,4,3361,normal,active
22155,4,22155,normal,active
34899,4,34899,normal,active
24884,4,24884,normal,active
10783,4,10783,normal,active
27987,4,27987,normal,active
40690,4,40690,normal,active
23117,4,23117,normal,active
22376,4,22376,normal,active
26073,4,26073,normal,active
36595,4,36595,normal,active
47359,4,47359,normal,active
4837,4,4837,normal,active
6432,4,6432,normal,active
62367,4,62367,normal,active
46777,4,46777,normal,active
48680,4,48680,normal,active
43196,4,43196,normal,active
50927,4,50927,normal,active
8794,4,8794,normal,active
19545,4,19545,normal,active
31735,4,31735,normal,active
19440,4,19440,normal,active
57891,4,57891,normal,active
7457,4,7457,normal,active
63933,4,63933,normal,active
49827,4,49827,normal,active
14609,4,14609,normal,active
67264,4,67264,normal,active
51724,4,51724,normal,active
64757,4,64757,normal,active
40514,4,40514,normal,active
57487,4,57487,normal,active
67876,4,67876,normal,active
77614,4,77614,normal,active
20775,4,20775,normal,active
6411,4,6411,normal,active
45248,4,45248,normal,active
23819,4,23819,normal,active
54154,4,54154,normal,active
17870,4,17870,normal,active
16704,4,16704,normal,active
61366,4,61366,normal,active
38889,4,38889,normal,active
27768,4,27768,normal,active
31650,4,31650,normal,active
65846,4,65846,normal,active
27897,4,27897,normal,active
41333,4,41333,normal,active
20218,4,20218,normal,active
404,4,404,normal,active
27190,4,27190,normal,active
5912,4,5912,normal,active
14618,4,14618,normal,active
40245,4,40245,normal,active
27466,4,27466,normal,active
54033,4,54033,normal,active
68748,4,68748,normal,active
25126,4,25126,normal,active
32054,4,32054,normal,active
70341,4,70341,normal,active
11014,4,11014,normal,active
50701,4,50701,normal,active
46096,4,46096,normal,active
28350,4,28350,normal,active
27633,4,27633,normal,active
23314,4,23314,normal,active
29462,4,29462,normal,active
65200,4,65200,normal,active
20001,4,20001,normal,active
13091,4,13091,normal,active
16728,4,16728,normal,active
45886,4,45886,normal,active
28257,4,28257,normal,active
62964,4,62964,normal,active
1422,4,1422,normal,active
59683,4,59683,normal,active
5021,4,5021,normal,active
5025,4,5025,normal,active
42508,4,42508,normal,active
18971,4,18971,normal,active
48435,4,48435,normal,active
68406,4,68406,normal,active
32921,4,32921,normal,active
4277,4,4277,normal,active
43954,4,43954,normal,active
7485,4,7485,normal,active
53838,4,53838,normal,active
2202,4,2202,normal,active
2427,4,2427,normal,active
1371,4,1371,normal,active
24311,4,24311,normal,active
36778,4,36778,normal,active
39659,4,39659,normal,active
56641,4,56641,normal,active
59724,4,59724,normal,active
28274,4,28274,normal,active
43594,4,43594,normal,active
40532,4,40532,normal,active
32478,4,32478,normal,active
35742,4,35742,normal,active
57304,4,57304,normal,active
24796,4,24796,normal,active
2463,4,2463,normal,active
64269,4,64269,normal,active
32981,4,32981,normal,active
50880,4,50880,normal,active
38818,4,38818,normal,active
48544,4,48544,normal,active
29856,4,29856,normal,active
50985,4,50985,normal,active
71345,4,71345,normal,active
12867,4,12867,normal,active
70407,4,70407,normal,active
2053,4,2053,normal,active
23868,4,23868,normal,active
27941,4,27941,normal,active
13354,4,13354,normal,active
28391,4,28391,normal,active
49097,4,49097,normal,active
46562,4,46562,normal,active
7944,4,7944,normal,active
10707,4,10707,normal,active
22499,4,22499,normal,active
52084,4,52084,normal,active
26872,4,26872,normal,active
25403,4,25403,normal,active
33779,4,33779,normal,active
5495,4,5495,normal,active
25041,4,25041,normal,active
28219,4,28219,normal,active
48649,4,48649,normal,active
29478,4,29478,normal,active
25485,4,25485,normal,active
27150,4,27150,normal,active
6583,4,6583,normal,active
57073,4,57073,normal,active
22726,4,22726,normal,active
46244,4,46244,normal,active
22248,4,22248,normal,active
21261,4,21261,normal,active
52835,4,52835,normal,active
8973,4,8973,normal,active
48995,4,48995,normal,active
18518,4,18518,normal,active
8762,4,8762,normal,active
34063,4,34063,normal,active
35241,4,35241,normal,active
52991,4,52991,normal,active
14884,4,14884,normal,active
72820,4,72820,normal,active
11003,4,11003,normal,active
13928,4,13928,normal,active
11433,4,11433,normal,active
50320,4,50320,normal,active
37446,4,37446,normal,active
68270,4,68270,normal,active
4473,4,4473,normal,active
78350,4,78350,normal,active
56284,4,56284,normal,active
4016,4,4016,normal,active
27503,4,27503,normal,active
48813,4,48813,normal,active
39814,4,39814,normal,active
3922,4,3922,normal,active
25280,4,25280,normal,active
7237,4,7237,normal,active
67136,4,67136,normal,active
11877,4,11877,normal,active
37736,4,37736,normal,active
854,4,854,normal,active
42998,4,42998,normal,active
5997,4,5997,normal,active
37875,4,37875,normal,active
4110,4,4110,normal,active
25173,4,25173,normal,active
48817,4,48817,normal,active
61363,4,61363,normal,active
31031,4,31031,normal,active
5667,4,5667,normal,active
43990,4,43990,normal,active
53661,4,53661,normal,active
38580,4,38580,normal,active
28826,4,28826,normal,active
64656,4,64656,normal,active
10672,4,10672,normal,active
16984,4,16984,normal,active
45134,4,45134,normal,active
30032,4,30032,normal,active
32518,4,32518,normal,active
6145,4,6145,normal,active
24398,4,24398,normal,active
40995,4,40995,normal,active
14873,4,14873,normal,active
33666,4,33666,normal,active
70634,4,70634,normal,active
47464,4,47464,normal,active
24272,4,24272,normal,active
48780,4,48780,normal,active
70269,4,70269,normal,active
44168,4,44168,normal,active
21149,4,21149,normal,active
2793,4,2793,normal,active
41302,4,41302,normal,active
4707,4,4707,normal,active
29226,4,29226,normal,active
67518,4,67518,normal,active
14046,4,14046,normal,active
11384,4,11384,normal,active
19764,4,19764,normal,active
30604,4,30604,normal,active
65289,4,65289,normal,active
9247,4,9247,normal,active
6640,4,6640,normal,active
20109,4,20109,normal,active
37403,4,37403,normal,active
31716,4,31716,normal,active
42850,4,42850,normal,active
39623,4,39623,normal,active
38238,4,38238,normal,active
19623,4,19623,normal,active
40869,4,40869,normal,active
25174,4,25174,normal,active
5828,4,5828,normal,active
20580,4,20580,normal,active
32825,4,32825,normal,active
40652,4,40652,normal,active
14069,4,14069,normal,active
7086,4,7086,normal,active
57943,4,57943,normal,active
26839,4,26839,normal,active
29493,4,29493,normal,active
35663,4,35663,normal,active
41557,4,41557,normal,active
37004,4,37004,normal,active
59805,4,59805,normal,active
29882,4,29882,normal,active
1986,4,1986,normal,active
28368,4,28368,normal,active
20059,4,20059,normal,active
